Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Column not used,Time period Sortable,New data,Compared to goal,Time period range
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,,,E92000001,England,England,Persons,All ages,,,Jan 2022,1131.0586303126,,,,,1362221,1204377,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000003,London NHS Region,NHS region,Persons,All ages,,,Jan 2022,1382.65595360094,,,,,253651,183452,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000005,South East NHS Region,NHS region,Persons,All ages,,,Jan 2022,1121.86027792903,,,,,189554,168964,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000006,South West NHS Region,NHS region,Persons,All ages,,,Jan 2022,988.391179199277,,,,,124647,126111,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000007,East of England NHS Region,NHS region,Persons,All ages,,,Jan 2022,1202.26698500267,,,,,155601,129423,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000008,"Midlands NHS Region, old due to ICB changes",NHS regions - obsolete with ICB introduction,Persons,All ages,,,Jan 2022,1048.92436415831,,,,,239696,228516,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000009,"North East and Yorkshire NHS Region, old due to ICB changes",NHS regions - obsolete with ICB introduction,Persons,All ages,,,Jan 2022,991.459411062475,,,,,199323,201040,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E40000010,North West NHS Region,NHS region,Persons,All ages,,,Jan 2022,1197.02644557772,,,,,199749,166871,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000007,Greater Manchester,STP,Persons,All ages,,,Jan 2022,1111.2430539697,,,,,72992,65685,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000008,Cheshire and Merseyside,STP,Persons,All ages,,,Jan 2022,1285.23695665502,,,,,83854,65244,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000009,South Yorkshire and Bassetlaw,STP,Persons,All ages,,,Jan 2022,993.90903828245,,,,,39489,39731,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000010,Staffordshire,STP,Persons,All ages,,,Jan 2022,1080.02207505519,,,,,17613,16308,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000011,"Shropshire, Telford and Wrekin",STP,Persons,All ages,,,Jan 2022,960.511575802838,,,,,10289,10712,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000012,Derbyshire,STP,Persons,All ages,,,Jan 2022,961.381695417679,,,,,23351,24289,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000013,Lincolnshire,STP,Persons,All ages,,,Jan 2022,1080.49325177202,,,,,11128,10299,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000014,Nottinghamshire,STP,Persons,All ages,,,Jan 2022,897.958461592895,,,,,25379,28263,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000015,"Leicester, Leicestershire and Rutland",STP,Persons,All ages,,,Jan 2022,905.543075074448,,,,,17333,19141,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000016,The Black Country,STP,Persons,All ages,,,Jan 2022,1080.66975459593,,,,,37563,34759,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000017,Birmingham and Solihull,STP,Persons,All ages,,,Jan 2022,1292.95482532893,,,,,39898,30858,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000018,Coventry and Warwickshire,STP,Persons,All ages,,,Jan 2022,1077.95940362853,,,,,24004,22268,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000019,Herefordshire and Worcestershire,STP,Persons,All ages,,,Jan 2022,1073.78317267643,,,,,18046,16806,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000020,Northamptonshire,STP,Persons,All ages,,,Jan 2022,1018.83480726389,,,,,15092,14813,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000021,Cambridgeshire and Peterborough,STP,Persons,All ages,,,Jan 2022,1425.6905833554,,,,,32309,22662,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000022,Norfolk and Waveney,STP,Persons,All ages,,,Jan 2022,978.507462686567,,,,,22946,23450,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
93983,Intravenous antibiotic prescribing; DDDs per 1000 admissions by month and NHS Acute Trust,E92000001,England,E54000023,Suffolk and North East Essex,STP,Persons,All ages,,,Jan 2022,1026.07738125031,,,,,20500,19979,Aggregated from all known lower geography values,,Not compared,Not compared,20220001,,,1m
